16/02/23,Kalicharan Maharaj allowed to deliver hate speech in Baramati ( Sabrang ),"<p>On February 9, at Baramati, in rural Pune, Hindu Jangarjana Morcha organized by Sakal Hindu Samaj was successfully held where hate offender Kalicharan Maharaj freely delivered his hate speech rife with blatant lies and hysteria. This, despite urgent appeals being made by Citizens for Justice and Peace (CJP) to the DGP, Maharashtra as well as SP of  [&hellip;]</p>
",https://hindutvawatch.org/kalicharan-maharaj-allowed-to-deliver-hate-speech-in-baramati-sabrang/,
16/02/23,"Uttarakhand: Dalit woman raped, 2 held ( Hindustan Times )","<p>Two men allegedly raped a 20-year-old Dalit woman in a forest in Uttarakhand’s Haldwani this month and threatened to kill her if she reported the assault to the police. Police said the accused Gaurav Joshi and Sumit Rautela, who are in their 20s, were arrested after the matter came to light. The two have been [&hellip;]</p>
",https://hindutvawatch.org/uttarakhand-dalit-woman-raped-2-held-hindustan-times/,
16/02/23,"ABVP Is targeting Muslims, calling them terrorists a common norm in colleges now? ( CJP )","<p>Communal colours are spreading fast in our country as even Muslims students are being called “terrorists” during the University General Body Meeting at Hyderabad University. On February 15, the students at the said Hyderabad University alleged that cadres belonging to the Hindutva student outfit ABVP verbally and physically attacked the Muslim students, while calling them [&hellip;]</p>
",https://hindutvawatch.org/abvp-is-targeting-muslims-calling-them-terrorists-a-common-norm-in-colleges-now-cjp/,
16/02/23,"UP: VHP, Bajrang Dal vandalise mosque claiming illegal construction ( The Siasat )","<p>An under-construction mosque, located near the Balkhandi Naka area in the Banda district of Uttar Pradesh was vandalised by members of right-wing organisations – Bajrang Dal and Vishwa Hindu Parishad (VHP) – on Wednesday. Vishwa Hindu Parishad (VHP) and Bajrang Dal goons vandalized an under-construction Mosque, claiming it was illegal in Banda, UttarPradesh.#Hindutva #HateCrime pic.twitter.com/pEvE6R73M8 [&hellip;]</p>
",https://hindutvawatch.org/up-vhp-bajrang-dal-vandalise-mosque-claiming-illegal-construction-the-siasat/,
16/02/23,Kalicharan Maharaj allowed to deliver hate speech in Baramati ( Sabrang ),"<p>On February 9, at Baramati, in rural Pune, Hindu Jangarjana Morcha organized by Sakal Hindu Samaj was successfully held where hate offender Kalicharan Maharaj freely delivered his hate speech rife with blatant lies and hysteria. This, despite urgent appeals being made by Citizens for Justice and Peace (CJP) to the DGP, Maharashtra as well as SP of  [&hellip;]</p>
",https://hindutvawatch.org/kalicharan-maharaj-allowed-to-deliver-hate-speech-in-baramati-sabrang/,
16/02/23,Kalicharan Maharaj allowed to deliver hate speech in Baramati ( Sabrang ),"<p>On February 9, at Baramati, in rural Pune, Hindu Jangarjana Morcha organized by Sakal Hindu Samaj was successfully held where hate offender Kalicharan Maharaj freely delivered his hate speech rife with blatant lies and hysteria. This, despite urgent appeals being made by Citizens for Justice and Peace (CJP) to the DGP, Maharashtra as well as SP of  [&hellip;]</p>
",https://hindutvawatch.org/kalicharan-maharaj-allowed-to-deliver-hate-speech-in-baramati-sabrang/,
16/02/23,"Uttarakhand: Dalit woman raped, 2 held ( Hindustan Times )","<p>Two men allegedly raped a 20-year-old Dalit woman in a forest in Uttarakhand’s Haldwani this month and threatened to kill her if she reported the assault to the police. Police said the accused Gaurav Joshi and Sumit Rautela, who are in their 20s, were arrested after the matter came to light. The two have been [&hellip;]</p>
",https://hindutvawatch.org/uttarakhand-dalit-woman-raped-2-held-hindustan-times/,
16/02/23,Kalicharan Maharaj allowed to deliver hate speech in Baramati ( Sabrang ),"<p>On February 9, at Baramati, in rural Pune, Hindu Jangarjana Morcha organized by Sakal Hindu Samaj was successfully held where hate offender Kalicharan Maharaj freely delivered his hate speech rife with blatant lies and hysteria. This, despite urgent appeals being made by Citizens for Justice and Peace (CJP) to the DGP, Maharashtra as well as SP of  [&hellip;]</p>
",https://hindutvawatch.org/kalicharan-maharaj-allowed-to-deliver-hate-speech-in-baramati-sabrang/,"Baramati, Pune"
16/02/23,"Uttarakhand: Dalit woman raped, 2 held ( Hindustan Times )","<p>Two men allegedly raped a 20-year-old Dalit woman in a forest in Uttarakhand’s Haldwani this month and threatened to kill her if she reported the assault to the police. Police said the accused Gaurav Joshi and Sumit Rautela, who are in their 20s, were arrested after the matter came to light. The two have been [&hellip;]</p>
",https://hindutvawatch.org/uttarakhand-dalit-woman-raped-2-held-hindustan-times/,"Haldwani, Uttarakhand"
16/02/23,"ABVP Is targeting Muslims, calling them terrorists a common norm in colleges now? ( CJP )","<p>Communal colours are spreading fast in our country as even Muslims students are being called “terrorists” during the University General Body Meeting at Hyderabad University. On February 15, the students at the said Hyderabad University alleged that cadres belonging to the Hindutva student outfit ABVP verbally and physically attacked the Muslim students, while calling them [&hellip;]</p>
",https://hindutvawatch.org/abvp-is-targeting-muslims-calling-them-terrorists-a-common-norm-in-colleges-now-cjp/,Hyderabad
16/02/23,"UP: VHP, Bajrang Dal vandalise mosque claiming illegal construction ( The Siasat )","<p>An under-construction mosque, located near the Balkhandi Naka area in the Banda district of Uttar Pradesh was vandalised by members of right-wing organisations – Bajrang Dal and Vishwa Hindu Parishad (VHP) – on Wednesday. Vishwa Hindu Parishad (VHP) and Bajrang Dal goons vandalized an under-construction Mosque, claiming it was illegal in Banda, UttarPradesh.#Hindutva #HateCrime pic.twitter.com/pEvE6R73M8 [&hellip;]</p>
",https://hindutvawatch.org/up-vhp-bajrang-dal-vandalise-mosque-claiming-illegal-construction-the-siasat/,"Banda, Uttar Pradesh"
16/02/23,"Two Muslim men burnt to death in Haryana, “Bajrang Dal killed them,” says family ( Maktoob Media )","<p>Two Muslim men were allegedly kidnapped, lynched, and set ablaze by a Hindutva mob in Haryana’s Bhiwani district on Thursday. The men were identified as Junaid and Nasir, residents of Gopalgarh village in Rajasthan’s Bharatpur. The incident happened 100 kilometers away from their village, and the Hindutva group had accused the deceased Muslim men of cow [&hellip;]</p>
",https://hindutvawatch.org/two-muslim-men-burnt-to-death-in-haryana-bajrang-dal-killed-them-says-family-maktoob-media/,"Bhiwani, Haryana"
16/02/23,Amnesty accuses UK-based firm of &#8216;gross human rights violations&#8217; in Kashmir ( Middle East Eye ),"<p>Bulldozers from British construction equipment giant JCB are being used to commit &#8220;gross human rights violations&#8221; in Indian-controlled Kashmir, human rights group Amnesty International has said, as Narendra Modi&#8217;s government exerts a mass eviction drive in the valley. Tensions are running high in several districts in Kashmir over the past several days, after Indian authorities demolished parts of homes, businesses and [&hellip;]</p>
",https://hindutvawatch.org/amnesty-accuses-uk-based-firm-of-gross-human-rights-violations-in-kashmir-middle-east-eye/,"Kashmir, India"
15/02/23,Blatant Caste Atrocities Reported in Tamil Nadu ( News Click ),"<p>Instances of caste discrimination and atrocities are regularly reported in Tamil Nadu. In January 2023 alone, three shocking incidents were reported from three districts: Salem, Kallakurichi and Thiruvannamalai. This is besides the incident where human faeces were found dumped in a tank supplying drinking water to Dalits in Vengavayil, Pudukottai. In this video, NewsClick reports [&hellip;]</p>
",https://hindutvawatch.org/blatant-caste-atrocities-reported-in-tamil-nadu-news-click/,"Salem, Kallakurichi, Thiruvannamalai, Vengavayil, Pudukottai"
15/02/23,Two accused arrested for killing a Dalit man in Muzaffarnagar ( The Hindu ),"<p>Two men belonging to a dominant caste group were arrested on Wednesday for killing a Dalit man and injuring three of his family members in Muzaffarnagar district. Mohit Choudhary, Rajendra Choudhary and an accomplice fired shots at the family over a transaction dispute that involved ₹200. While 35-year-old Sanjeev alias Sanju Vamiki died on the [&hellip;]</p>
",https://hindutvawatch.org/two-accused-arrested-for-killing-a-dalit-man-in-muzaffarnagar-the-hindu/,"Muzaffarnagar, Uttar Pradesh"
15/02/23,"We Fled India to Escape the Nightmare of Caste Oppression. To Our Horror, We Found it in America, Too ( American Khahani )","<p>I was born into a Dalit Hindu Arya Samaj family in Uttar Pradesh. As a public health advocate in the U.S., I am committed to freeing myself and all South Asians from the evil that is caste. That is why I am standing with the Coalition of Seattle Indian Americans to oppose caste discrimination in this country. And [&hellip;]</p>
",https://hindutvawatch.org/we-fled-india-to-escape-the-nightmare-of-caste-oppression-to-our-horror-we-found-it-in-america-too-american-khahani/,"Uttar Pradesh, India"
15/02/23,Catholics in India campaign to save 17th century chapel ( The Tablet ),"<p>A 400-year-old chapel in western India faces the threat of demolition as local politicians aim to acquire the land and use it for a football pitch, local Catholics have claimed. They are protesting that the chapel of Our Lady Of Remedies in Daman, built during the Portuguese colonial era in 1607, is threatened by a [&hellip;]</p>
",https://hindutvawatch.org/catholics-in-india-campaign-to-save-17th-century-chapel-the-tablet/,Daman
15/02/23,Assam: Bengali-speaking Muslims most affected by Sonitpur eviction drive ( Muslim Mirror ),"<p>TEZPUR : The drive to evict “encroachers” from nearly 1,900 hectares of forest and revenue land in Assam’s Sonitpur district continued for the second day on Wednesday, with 12,000-odd people, who were allegedly staying there illegally for decades, left in the lurch, a senior official said, reports PTI. Since morning, the administration started the eviction [&hellip;]</p>
",https://hindutvawatch.org/assam-bengali-speaking-muslims-most-affected-by-sonitpur-eviction-drive-muslim-mirror/,"Tezpur, Sonitpur, Assam"
15/02/23,"Assam: 2,500 Bengali Muslim families go homeless as govt launches demolition drive, two mosques among bulldozed ( Maktoob Media )","<p>Authorities in Assam’s Sonitpur district on Tuesday launched a drive to evict over 2,500 families. Most of the persons living in the area are Bengali-speaking Muslims and have been primarily engaged in cultivation. The authorities claimed that the families have been living illegally on forest land, nearly 1,892 hectares. It was declared a reserve forest [&hellip;]</p>
",https://hindutvawatch.org/assam-2500-bengali-muslim-families-go-homeless-as-govt-launches-demolition-drive-two-mosques-among-bulldozed-maktoob-media/,"Sonitpur, Assam"
15/02/23,Shutdown Observed in Parts of Kashmir Against Ongoing &#8216;Eviction&#8217; Drive ( News Click ),"<p>Srinagar: A partial shutdown was observed in Kashmir valley on Wednesday against the ongoing demolition drive being carried out by the authorities to retrieve state land in the region. Shops and commercial establishments were shut in old parts of Srinagar and the commercial hub of Lal Chowk and in several parts and towns across the valley [&hellip;]</p>
",https://hindutvawatch.org/shutdown-observed-in-parts-of-kashmir-against-ongoing-eviction-drive-news-click/,"Srinagar, Jammu and Kashmir"
15/02/23,23 FIRs filed for damage to public property during anti-CAA protests: Delhi Police to Delhi HC ( Indian Express ),"<p>In a PIL pertaining to compensation on account of alleged damage caused to public property during the anti-CAA/NRC protests in Delhi, the Delhi High Court observed that since a claim commissioner has been appointed to oversee the subject issue, no further orders are required to be passed. Disposing of the plea a division bench of Chief [&hellip;]</p>
",https://hindutvawatch.org/23-firs-filed-for-damage-to-public-property-during-anti-caa-protests-delhi-police-to-delhi-hc-indian-express/,Delhi High Court
15/02/23,Hindus only: How religious nationalism has spread through India’s villages ( Religion News ),"<p>KADAPA, India (RNS) — A decade ago the residents of Kesalingayapalli, a village in the south Indian state of Andhra Pradesh, succeeded in building a temple to the Hindu god Ram, modeling their home as a place “rooted in Indian culture and tradition.” Three years later, during the festival commemorating Ram’s birth, Bandi Venkatramana, a [&hellip;]</p>
",https://hindutvawatch.org/hindus-only-how-religious-nationalism-has-spread-through-indias-villages-religion-news/,"Kesalingayapalli, Andhra Pradesh, India"
15/02/23,Mizoram Assembly Adopts Resolution Opposing Uniform Civil Code ( The Wire ),"<p>New Delhi: The Mizoram state assembly on Tuesday (February 14) adopted a unanimous resolution opposing any attempt to implement a Uniform Civil Code (UCC). “…this House unanimously resolved to oppose any steps taken or proposed to be taken for enactment of UCC in India,” the resolution said, according to The Hindu. Home minister Lalchamliana said while introducing [&hellip;]</p>
",https://hindutvawatch.org/mizoram-assembly-adopts-resolution-opposing-uniform-civil-code-the-wire/,"Mizoram, India"
